,id_chord,id_spotify_track,name,release_date,percentage,rank,position,id_experiment
0,180849,3jButwtJMLx3Ub61BfRiHh,the scientist,2022-06-03,100.0,0.0,0,0202
1,1148352,2R6UrJ8uWbSIiHWmvRQvN8,whiskey in the jar,1998-01-01,99.603,0.39654688664730814,1,0202
2,2846348,4j5ffIFh7bFT7GZciP1TCy,10000 hours,2021-08-13,99.573,0.4270189631879155,2,0202
3,1186397,01uqI4H13Gsd8Lyl1EYd8H,same love,2012-10-09,99.537,0.46286963705735895,3,0202
4,2065851,43IbCqMcMvZi1v16LFAE3n,safe,2017-06-01,99.528,0.47239780294645317,4,0202
5,1909308,35r28RDot7nPE7y9K9H7l0,feeling whitney,2016-12-09,99.523,0.4774964203552677,5,0202
6,1108563,7f1mo7pArMj0b09g2N703b,charlie brown,2022-06-03,99.517,0.4826080227473126,6,0202
7,1168573,1NNAI51EuoRWw1ydX1zV7S,daylight,2012-01-01,99.516,0.4843523844260224,7,0202
8,3504560,5wANPM4fQCJwkGd4rN57mH,drivers license,2021-05-21,99.504,0.49569087920648375,8,0202
9,1065079,2U8g9wVcUu9wsg6i7sFSv8,every teardrop is a waterfall,2011-10-24,99.502,0.4975679259486962,9,0202
